엽종분류,업종명,영업자시작일,업소명,소재지도로명주소,소재지지번주소,전화번호,데이터기준일자
일반음식점,일반음식점,2018-01-22,멘무샤 충장웨이브점,"광주광역시 동구 중앙로 163, NC 웨이브 충장점 9층 (충장로4가)",광주광역시 동구 충장로4가 29-2 NC 웨이브 충장점 9층 ,,2020-09-18
휴게음식점,휴게음식점,2018-01-22,푸른길가온,"광주광역시 동구 동명로69번길 26, 1층 (산수동)",광주광역시 동구 산수동 559-55 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-01-22,pertrip(퍼트립),"광주광역시 동구 제봉로 74, 1층 (서석동)",광주광역시 동구 서석동 89-1 1층 ,,2020-09-18
일반음식점,일반음식점,2018-01-23,배달삼겹돼지되지,광주광역시 동구 필문대로287번길 15-13 (지산동),광주광역시 동구 지산동 511-15 ,062-222-9427,2020-09-18
일반음식점,일반음식점,2018-01-23,손탁 앤 아이허,"광주광역시 동구 제봉로138번길 8, 1,2층 (장동)","광주광역시 동구 장동 56-7 1,2층 ",,2020-09-18
일반음식점,일반음식점,2018-01-23,퀴즈노스 용산지구점,"광주광역시 동구 용산2길 5, 더 시너지 용산 1동 1층 101,102호 (용산동)",광주광역시 동구 용산동 665 더 시너지 용산 1동 101-102호 ,062-4180-850,2020-09-18
휴게음식점,휴게음식점,2018-01-23,미니스톱 지산한아름점,"광주광역시 동구 필문대로205번길 18, 1층 (지산동)",광주광역시 동구 지산동 713-13 1층 ,,2020-09-18
일반음식점,일반음식점,2018-01-24,마리마리,"광주광역시 동구 제봉로213번길 10-9 (대인동,(1층))",광주광역시 동구 대인동 23-4 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-01-25,해승,광주광역시 동구 제봉로222번길 6-4 (대인동),광주광역시 동구 대인동 324-3 ,062-228-3359,2020-09-18
일반음식점,일반음식점,2018-01-25,물레방아,광주광역시 동구 천변우로 363-42 (호남동),광주광역시 동구 호남동 31-71 ,062-225-6382,2020-09-18
일반음식점,일반음식점,2018-01-25,우리네 감자탕,광주광역시 동구 무등로415번길 2 (1)층 (산수동),광주광역시 동구 산수동 547-26 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-01-26,동네식당,"광주광역시 동구 참판로 28 (계림동,(1층))",광주광역시 동구 계림동 1667 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-01-26,하루,"광주광역시 동구 장동로 7, 1층 (장동)",광주광역시 동구 장동 67-14 1층 ,,2020-09-18
일반음식점,일반음식점,2018-01-29,미소식당,"광주광역시 동구 증심천로 53, 1층 (학동)",광주광역시 동구 학동 280 1층 ,062-227-5250,2020-09-18
일반음식점,일반음식점,2018-01-29,본도시락 광주조선대점,"광주광역시 동구 필문대로 265, 1층 (동명동)",광주광역시 동구 동명동 123 1층 ,062-232-4282,2020-09-18
제과점영업,제과점영업,2018-02-02,크리스피크림롯데광주점,"광주광역시 동구 독립로 268 (대인동,(롯데백화점지하1층))",광주광역시 동구 대인동 7-1 (롯데백화점지하1층) ,062-221-1032,2020-09-18
일반음식점,일반음식점,2018-02-05,파쿠요루,"광주광역시 동구 동명로14번길 18, 1층 (동명동)",광주광역시 동구 동명동 154-71 1층 ,,2020-09-18
일반음식점,일반음식점,2018-02-07,미진옥,"광주광역시 동구 의재로136번길 32-11, 1층 (운림동)",광주광역시 동구 운림동 668-5 (1층) ,062-233-1236,2020-09-18
일반음식점,일반음식점,2018-02-07,경양카츠(광주점),"광주광역시 동구 중앙로160번길 16-8, 2층 (호남동)",광주광역시 동구 호남동 78-1 ,,2020-09-18
휴게음식점,휴게음식점,2018-02-07,마셔(MASCHE),"광주광역시 동구 필문대로 309, 조선대학교 1층 (서석동)",광주광역시 동구 서석동 375 조선대학교 1층 ,,2020-09-18
일반음식점,일반음식점,2018-02-08,사계절,광주광역시 동구 지호로 137-21 (지산동),광주광역시 동구 지산동 73-1 ,,2020-09-18
일반음식점,일반음식점,2018-02-09,청진동해장국,"광주광역시 동구 구성로194번길 23 (대인동,(B동))",광주광역시 동구 대인동 144-3 (B동) ,,2020-09-18
휴게음식점,휴게음식점,2018-02-09,로반스윗 홈플러스 계림점,"광주광역시 동구 무등로 314, 홈플러스 광주계림점 1층 (계림동)",광주광역시 동구 계림동 505-900 홈플러스 광주계림점 ,,2020-09-18
휴게음식점,휴게음식점,2018-02-09,샤르르 눈꽃튀김,광주광역시 동구 제봉로17번길 1 (학동),광주광역시 동구 학동 61-22 ,,2020-09-18
일반음식점,일반음식점,2018-02-12,미미당,"광주광역시 동구 충장로 93-12, 2층 (충장로1가)",광주광역시 동구 충장로1가 1 2층 ,,2020-09-18
일반음식점,일반음식점,2018-02-12,화원,광주광역시 동구 동계천로95번길 3 (동명동),광주광역시 동구 동명동 228-12 ,,2020-09-18
일반음식점,일반음식점,2018-02-12,청자다방,"광주광역시 동구 장동로 23-3 (장동,(1층))",광주광역시 동구 장동 84-6 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-02-13,고봉김밥 전대병원점,"광주광역시 동구 문화전당로 1, 1층 (남동)",광주광역시 동구 남동 119 1층 ,062-447-9985,2020-09-18
일반음식점,일반음식점,2018-02-19,허벌맛난쭈꾸미,"광주광역시 동구 필문대로187번길 1-3 (산수동,(102호))",광주광역시 동구 산수동 522-82 (102호) ,062-233-2590,2020-09-18
휴게음식점,휴게음식점,2018-02-19,복다방,광주광역시 동구 의재로 26 (학동),광주광역시 동구 학동 735-24 (지하1층) ,,2020-09-18
일반음식점,일반음식점,2018-02-20,이상한식당,"광주광역시 동구 문화전당로35번길 1, 2층 (광산동)",광주광역시 동구 광산동 56-1 2층 ,,2020-09-18
일반음식점,일반음식점,2018-02-21,프로포즈,광주광역시 동구 필문대로287번길 15-18 (지산동),광주광역시 동구 지산동 511-6 1층 ,,2020-09-18
일반음식점,일반음식점,2018-02-21,"안녕,사쿠라",광주광역시 동구 문화전당로35번길 29 (1)층 (금동),광주광역시 동구 금동 32-3 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-02-21,오로라양식,"광주광역시 동구 서석로7번길 12-12, 1층 (불로동)",광주광역시 동구 불로동 14-4 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-02-23,까페에쏠로지(조대점),"광주광역시 동구 지산로 5-1 (서석동,(1층))",광주광역시 동구 서석동 419-13 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-02-27,묵소,"광주광역시 동구 서석로 34-3 (광산동,(1층))",광주광역시 동구 광산동 65-2 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-02-28,백운산,"광주광역시 동구 중앙로196번길 20 (금남로2가,(1층))",광주광역시 동구 금남로2가 7-3 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-03-02,도리게마당,광주광역시 동구 필문대로191번길 5-21 (산수동),광주광역시 동구 산수동 522-54 ,,2020-09-18
일반음식점,일반음식점,2018-03-02,박순자녹두집,광주광역시 동구 구성로204번길 26 (대인동),광주광역시 동구 대인동 154-1 ,062-227-2179,2020-09-18
일반음식점,일반음식점,2018-03-05,(유)디커피스토리,광주광역시 동구 중앙로196번길 13 (궁동),광주광역시 동구 궁동 56-3 ,062-234-1410,2020-09-18
일반음식점,일반음식점,2018-03-06,적정온도,"광주광역시 동구 동계천로 116, 1층 (장동)",광주광역시 동구 장동 139-15 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-03-07,커피그램,"광주광역시 동구 금남로 184, 1층 (금남로5가)",광주광역시 동구 금남로5가 128 (1층) ,062-228-8910,2020-09-18
일반음식점,일반음식점,2018-03-08,샤브향(충장점),"광주광역시 동구 서석로 40, 2층 (광산동)",광주광역시 동구 광산동 79 (2층) ,062-229-0963,2020-09-18
일반음식점,일반음식점,2018-03-08,도연,"광주광역시 동구 필문대로191번길 15-4, 1층 (산수동)",광주광역시 동구 산수동 517-40 ,062-224-4601,2020-09-18
일반음식점,일반음식점,2018-03-12,Thursday party(썰스데이 파티),"광주광역시 동구 문화전당로35번길 16-6, 1층 (광산동)",광주광역시 동구 광산동 100-23 1층 ,,2020-09-18
일반음식점,일반음식점,2018-03-13,걸작떡볶이,"광주광역시 동구 필문대로287번길 15-27 (지산동,(1층))",광주광역시 동구 지산동 517 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-03-13,놀부보쌈 놀부부대찌개 계림점,"광주광역시 동구 참판로6번길 5, 1층 (계림동)",광주광역시 동구 계림동 1749 1층 ,,2020-09-18
일반음식점,일반음식점,2018-03-15,장독대,"광주광역시 동구 문화전당로 43, 3층 (광산동)",광주광역시 동구 광산동 77-6 (3층) ,,2020-09-18
일반음식점,일반음식점,2018-03-19,와플킹,"광주광역시 동구 제봉로 143, 1층 (대의동)",광주광역시 동구 대의동 2-4 (1층) ,062-415-0808,2020-09-18
휴게음식점,휴게음식점,2018-03-19,신전떡볶이,"광주광역시 동구 의재로 63, 1층 (학동)",광주광역시 동구 학동 727-13 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-03-19,준 토스트,"광주광역시 동구 충장로 90, 갤러리존 1층 127호 (충장로2가)",광주광역시 동구 충장로2가 18 갤러리존 1층 127호 ,,2020-09-18
일반음식점,일반음식점,2018-03-20,광은에프앤비(주),"광주광역시 동구 제봉로 225, 20층 (대인동)",광주광역시 동구 대인동 7-12 ,062-225-0290,2020-09-18
일반음식점,일반음식점,2018-03-21,하루키수필집,"광주광역시 동구 예술길 10, 1층 (궁동)",광주광역시 동구 궁동 62-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-03-22,득량만횟집,광주광역시 동구 양림로 124-1 (학동),광주광역시 동구 학동 61-18 ,062-222-7666,2020-09-18
일반음식점,일반음식점,2018-03-22,핵스테이크 충장로점,"광주광역시 동구 충장로안길 12, 1층 (황금동)",광주광역시 동구 황금동 12-2 ,062-234-4492,2020-09-18
일반음식점,일반음식점,2018-03-22,맛동산,"광주광역시 동구 제봉로110번길 16, 1층 (장동)",광주광역시 동구 장동 86-6 ,,2020-09-18
일반음식점,일반음식점,2018-03-23,생고기대학교 조대점,"광주광역시 동구 필문대로287번길 23-2 (지산동,(1층))",광주광역시 동구 지산동 507-15 (1층) ,062-226-3392,2020-09-18
일반음식점,일반음식점,2018-03-26,sixbox(식스박스),"광주광역시 동구 동명로 9, 3층 (장동)",광주광역시 동구 장동 57-2 3층 ,,2020-09-18
일반음식점,일반음식점,2018-03-26,왕손대패삼겹,"광주광역시 동구 남문로701번길 23, 1층 (학동)",광주광역시 동구 학동 901-45 1층 ,062-225-1133,2020-09-18
일반음식점,일반음식점,2018-03-27,아다비어,"광주광역시 동구 남문로 690 (학동,(2층))",광주광역시 동구 학동 872-7 (2층) ,062-233-5700,2020-09-18
휴게음식점,휴게음식점,2018-03-27,커피베이 광주충장점,"광주광역시 동구 충장로 102-6, 1층 (충장로1가)",광주광역시 동구 충장로1가 26-2 1층 ,,2020-09-18
일반음식점,일반음식점,2018-03-28,7번가피자학동점,"광주광역시 동구 남문로753번길 20, 상가B동 113호 (학동, 학동아이파크)",광주광역시 동구 학동 1022 학동아이파크 상가B동 113호,062-225-7977,2020-09-18
휴게음식점,휴게음식점,2018-03-28,더블킹피자,"광주광역시 동구 무등로 314 (계림동,(3층))",광주광역시 동구 계림동 505-900 (3층) ,,2020-09-18
일반음식점,일반음식점,2018-03-29,풍미정,광주광역시 동구 구성로152번길 26 (1)층 (호남동),광주광역시 동구 호남동 35-19 (1층) ,062-223-8346,2020-09-18
일반음식점,일반음식점,2018-04-02,남원추어탕,광주광역시 동구 무등로307번길 13 (계림동),광주광역시 동구 계림동 544-2 ,062-526-8245,2020-09-18
일반음식점,일반음식점,2018-04-02,황솔촌 충장점2,"광주광역시 동구 중앙로160번길 16-36 (호남동,(1층))",광주광역시 동구 호남동 73-1 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-04-02,봉주르카페,"광주광역시 동구 남문로 307, 216동 106호 (월남동, 월남호반베르디움 2차)",광주광역시 동구 월남동 638 월남호반베르디움 2차 216동 106호,,2020-09-18
일반음식점,일반음식점,2018-04-03,코너 베이크샵,"광주광역시 동구 장동로 43-1, 1층 (동명동)",광주광역시 동구 동명동 141-11 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-04-03,고돈상회 충장점,"광주광역시 동구 천변우로 363-19, 1층 (호남동)",광주광역시 동구 호남동 5-7 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-04,E&F 무등산점,"광주광역시 동구 증심사길30번길 5, 1,2층 (운림동)","광주광역시 동구 운림동 958 1,2층 ",,2020-09-18
일반음식점,일반음식점,2018-04-04,열평집밥김치찌개,"광주광역시 동구 동계천로 157-1, 1층 (동명동)",광주광역시 동구 동명동 65 ,,2020-09-18
일반음식점,일반음식점,2018-04-05,쌍학,"광주광역시 동구 구성로152번길 13 (수기동,(1,2층))","광주광역시 동구 수기동 59 (1,2층) ",,2020-09-18
일반음식점,일반음식점,2018-04-05,유선옥,광주광역시 동구 갈마로 52 (산수동),광주광역시 동구 산수동 679 ,062-453-9898,2020-09-18
일반음식점,일반음식점,2018-04-05,대인함바,"광주광역시 동구 동계천로 39, 1층 (계림동)",광주광역시 동구 계림동 418 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-06,더 리터,"광주광역시 동구 충장로안길 7, 1층 (충장로3가)",광주광역시 동구 충장로3가 38-9 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-09,반가사유카페,"광주광역시 동구 백서로153번길 6, 1층 (서석동)",광주광역시 동구 서석동 121 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-10,삼진식당,"광주광역시 동구 동계천로 68 (대인동,(1층))",광주광역시 동구 대인동 198-12 (1층) ,062-227-3801,2020-09-18
일반음식점,일반음식점,2018-04-11,유니버셜2,"광주광역시 동구 문화전당로35번길 13 (광산동,(5층))",광주광역시 동구 광산동 60-2 (5층) ,062-223-2010,2020-09-18
일반음식점,일반음식점,2018-04-11,가마솥곰탕,"광주광역시 동구 경양로277번길 31, 1층 (계림동)",광주광역시 동구 계림동 288-6 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2018-04-11,윰쓰붕파,"광주광역시 동구 제봉로190번길 1-5, 1층 (대인동)",광주광역시 동구 대인동 313-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-12,김밥천국(교대점),광주광역시 동구 무등로375번길 29 (계림동),광주광역시 동구 계림동 1074 ,,2020-09-18
일반음식점,일반음식점,2018-04-13,전라도맛집,"광주광역시 동구 백서로125번길 1, 1층 (금동)",광주광역시 동구 금동 193-3 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-13,CU 산수조운점,"광주광역시 동구 무등로449번길 22-28, 1층 (산수동)",광주광역시 동구 산수동 541-1 1층 ,062-5115-485,2020-09-18
일반음식점,일반음식점,2018-04-16,또와분식,"광주광역시 동구 예술길 12, 1층 (궁동)",광주광역시 동구 궁동 62-2 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-16,스또리,"광주광역시 동구 금남로 231, 금남빌딩 나동 1층 제4호 (금남로2가)","광주광역시 동구 금남로2가 7-1 금남빌딩, 나동 제4호 ",,2020-09-18
휴게음식점,휴게음식점,2018-04-16,파스쿠찌 행복점,"광주광역시 동구 중앙로160번길 3, 1,2층 (황금동)","광주광역시 동구 황금동 5-16 1,2층 ",062-227-8497,2020-09-18
휴게음식점,휴게음식점,2018-04-16,힐링카페 궁,"광주광역시 동구 갈마로 18, 1층 (산수동)",광주광역시 동구 산수동 133-1 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-17,구르미 茶,"광주광역시 동구 지산로 58, 1층 (지산동)",광주광역시 동구 지산동 448-3 1층 ,062-227-7295,2020-09-18
일반음식점,일반음식점,2018-04-18,미미상회,"광주광역시 동구 백서로 182 (서석동,(1층))",광주광역시 동구 서석동 23-6 (1층) ,062-236-2879,2020-09-18
일반음식점,일반음식점,2018-04-18,성효꼬마김밥,"광주광역시 동구 무등로 327, 1층 (계림동)",광주광역시 동구 계림동 559-13 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-18,석화갤러리카페,"광주광역시 동구 독립로 338, 1층 (계림동)",광주광역시 동구 계림동 898 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-19,샤브한쌈,"광주광역시 동구 증심사길30번길 43 (운림동,(1층))",광주광역시 동구 운림동 999 (1층) ,062-226-5656,2020-09-18
일반음식점,일반음식점,2018-04-19,나래 닭볶음탕,"광주광역시 동구 필문대로153번길 7, 1층 (산수동)",광주광역시 동구 산수동 533-17 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-19,저기 Cafe,"광주광역시 동구 제봉로110번길 9-2, 1층 (장동)",광주광역시 동구 장동 87-6 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-20,문화카페 딴판,"광주광역시 동구 동계로1번길 1, 1층 (동명동)",광주광역시 동구 동명동 200-196 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-23,LIT(엘아이티),"광주광역시 동구 장동로 6-1, 1층 (장동)",광주광역시 동구 장동 87 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-23,제임스본죽,"광주광역시 동구 제봉로 72, 1층 (서석동)",광주광역시 동구 서석동 82 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-23,라티,"광주광역시 동구 제봉로 72, 1층 (서석동)",광주광역시 동구 서석동 82 1층 ,,2020-09-18
일반음식점,일반음식점,2018-04-24,면이야기&서태후,"광주광역시 동구 천변좌로604번길 9, 1층 (소태동)",광주광역시 동구 소태동 951 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-26,지니왕타코,"광주광역시 동구 제봉로 7 (학동, 남광주야시장)",광주광역시 동구 학동 55 남광주야시장 ,,2020-09-18
일반음식점,일반음식점,2018-04-30,만수식당,"광주광역시 동구 제봉로212번길 2 (대인동,(1층))",광주광역시 동구 대인동 323-7 (1층) ,062-224-2490,2020-09-18
일반음식점,일반음식점,2018-04-30,사골곰탕에 커피한잔,"광주광역시 동구 독립로350번길 11, 1층 (계림동)",광주광역시 동구 계림동 850 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-04-30,플로썸케이크,"광주광역시 동구 동계천로 168-4, 1층 (동명동)",광주광역시 동구 동명동 79-2 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-04,피쉬마우스(Fish mouth),"광주광역시 동구 백서로125번길 6, 1층 (금동)",광주광역시 동구 금동 187 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-04,스트럭트B,"광주광역시 동구 동명로14번길 13, 1층 (동명동)",광주광역시 동구 동명동 154-11 1층 ,062-225-0502,2020-09-18
일반음식점,일반음식점,2018-05-09,돈부리바쇼 유메노덴,"광주광역시 동구 동명로20번길 16, 1층 (동명동)",광주광역시 동구 동명동 154-209 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-10,늘해랑 국밥,"광주광역시 동구 동계로 16-3 (산수동, 1층)",광주광역시 동구 산수동 368-3 ,,2020-09-18
휴게음식점,휴게음식점,2018-05-10,벌크커피 충장점,"광주광역시 동구 충장로 106-1, 1층 (충장로1가)",광주광역시 동구 충장로1가 13-7 1층 ,062-228-5016,2020-09-18
일반음식점,일반음식점,2018-05-11,스시상,"광주광역시 동구 문화전당로26번길 18, 1층 (서석동)",광주광역시 동구 서석동 91-25 ,,2020-09-18
일반음식점,일반음식점,2018-05-15,동소집,"광주광역시 동구 동계천로 169, 2층 (동명동)",광주광역시 동구 동명동 44 2층 ,,2020-09-18
일반음식점,일반음식점,2018-05-16,미래,"광주광역시 동구 중앙로 345 (계림동,(3층))",광주광역시 동구 계림동 553-8 (3층) ,,2020-09-18
일반음식점,일반음식점,2018-05-16,독일맥주집,"광주광역시 동구 동계천로 46-2, 1층 (대인동)",광주광역시 동구 대인동 327-9 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-17,에스,"광주광역시 동구 문화전당로35번길 2, 2층 (광산동)",광주광역시 동구 광산동 69-3 2층 ,,2020-09-18
휴게음식점,휴게음식점,2018-05-17,GS 광주호반점,"광주광역시 동구 남문로 307, 216동 104호 (월남동, 월남호반베르디움 2차)",광주광역시 동구 월남동 638 월남호반베르디움 2차 216동 104호,,2020-09-18
일반음식점,일반음식점,2018-05-18,해남골맛집,"광주광역시 동구 지산로 62, 1층 (지산동)",광주광역시 동구 지산동 448-36 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-05-18,노네임 로스터스,"광주광역시 동구 밤실로 85, 1층 (산수동)",광주광역시 동구 산수동 511-1 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-21,Cafe Velvet,"광주광역시 동구 장동로 23-45, 1층 (장동)",광주광역시 동구 장동 80-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-23,찌돈38,광주광역시 동구 필문대로287번길 19-6 (지산동),광주광역시 동구 지산동 505-5 ,,2020-09-18
일반음식점,일반음식점,2018-05-23,황칠나라,"광주광역시 동구 동계천로85번길 1 (동명동,(1층))",광주광역시 동구 동명동 232 (1층) ,062-222-5111,2020-09-18
일반음식점,일반음식점,2018-05-23,간42,광주광역시 동구 필문대로287번길 19-6 (1)층 (지산동),광주광역시 동구 지산동 505-5 (1층) 가동 ,,2020-09-18
휴게음식점,휴게음식점,2018-05-23,Amiens(아미앙),"광주광역시 동구 필문대로205번길 14-1, 1층 (지산동)",광주광역시 동구 지산동 713-11 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-24,빈센트,광주광역시 동구 증심사길30번길 20 (운림동),광주광역시 동구 운림동 977 ,,2020-09-18
일반음식점,일반음식점,2018-05-28,대풍쪽갈비,"광주광역시 동구 장동로43번길 7, 1층 (동명동)",광주광역시 동구 동명동 143-46 ,,2020-09-18
일반음식점,일반음식점,2018-05-28,육공육,"광주광역시 동구 동명로 15, 1층 (동명동)",광주광역시 동구 동명동 197-30 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-28,zuden 주덴,"광주광역시 동구 동계천로 126-6, 1,2층 (장동)","광주광역시 동구 장동 60-2 1,2 ",,2020-09-18
일반음식점,일반음식점,2018-05-28,금성에서 온 언니,"광주광역시 동구 지원로 18-12, 1층 (소태동)",광주광역시 동구 소태동 635-3 ,,2020-09-18
휴게음식점,휴게음식점,2018-05-28,지산낙원,"광주광역시 동구 지호로127번길 17, 1층 (지산동)",광주광역시 동구 지산동 63 1층 ,062-575-9928,2020-09-18
일반음식점,일반음식점,2018-05-29,우렁이 쌀소풍김밥,"광주광역시 동구 남문로 341, 1층 (월남동)",광주광역시 동구 월남동 628 ,062-229-1212,2020-09-18
일반음식점,일반음식점,2018-05-29,CROSSING(크로싱),"광주광역시 동구 구성로152번길 20, 1층 (호남동)",광주광역시 동구 호남동 3-7 1층 ,,2020-09-18
일반음식점,일반음식점,2018-05-30,케리부엌,"광주광역시 동구 구성로152번길 20, 1층 (호남동)",광주광역시 동구 호남동 3-7 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-05-30,삼시네끼,"광주광역시 동구 백서로153번길 10, 1층 (서석동)",광주광역시 동구 서석동 115-3 1층 ,,2020-09-18
일반음식점,일반음식점,2018-06-01,까멜리아스,"광주광역시 동구 동계로15번길 4, 1층 (산수동)",광주광역시 동구 산수동 368 1층 ,,2020-09-18
일반음식점,일반음식점,2018-06-05,대인소주방,"광주광역시 동구 동계천로6번길 12 (대인동,(1층))",광주광역시 동구 대인동 321-45 (1층) ,062-227-7902,2020-09-18
일반음식점,일반음식점,2018-06-05,라디오스타,"광주광역시 동구 문화전당로35번길 6, 2층 (광산동)",광주광역시 동구 광산동 69-6 (2층) ,,2020-09-18
일반음식점,일반음식점,2018-06-05,카치와,"광주광역시 동구 무등로 481, 1층 (산수동)",광주광역시 동구 산수동 539-70 (1층) ,062-261-5550,2020-09-18
일반음식점,일반음식점,2018-06-05,동명맨션,"광주광역시 동구 동명로67번길 20-1, 1층 (지산동)",광주광역시 동구 지산동 675-38 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-06-05,카페모빌,"광주광역시 동구 제봉로 225, 1층 (대인동)",광주광역시 동구 대인동 7-12 1층 ,,2020-09-18
일반음식점,일반음식점,2018-06-07,더블플롯,"광주광역시 동구 동계로15번길 15, 지하1,1층 (동명동)","광주광역시 동구 동명동 254-1 지하1,1층 ",,2020-09-18
일반음식점,일반음식점,2018-06-12,텍사스,광주광역시 동구 중앙로 366 (계림동),광주광역시 동구 계림동 1035 ,,2020-09-18
일반음식점,일반음식점,2018-06-12,코코로 나인,"광주광역시 동구 장동로 36, 1층 (동명동)",광주광역시 동구 동명동 143-60 1층 ,,2020-09-18
일반음식점,일반음식점,2018-06-12,CGV광주충장로,"광주광역시 동구 중앙로 163, NC 웨이브 충장점 11층 (충장로4가)",광주광역시 동구 충장로4가 29-2 NC 웨이브 충장점 11층 ,062-718-9500,2020-09-18
일반음식점,일반음식점,2018-06-14,유미식당,"광주광역시 동구 구성로 256 (계림동,(1층))",광주광역시 동구 계림동 465-1 (1층) ,,2020-09-18
일반음식점,일반음식점,2018-06-14,황금밥상,"광주광역시 동구 지산로85번길 2-1, 1층 (지산동)",광주광역시 동구 지산동 713-30 1층 ,062-222-5043,2020-09-18
일반음식점,일반음식점,2018-06-14,소란한 잡화점,"광주광역시 동구 장동로 6-1, 2층 (장동)",광주광역시 동구 장동 87 2층 ,,2020-09-18
휴게음식점,휴게음식점,2018-06-14,청자다방,"광주광역시 동구 제봉로 25, 1층 (학동)",광주광역시 동구 학동 65-1 1층 ,,2020-09-18
일반음식점,일반음식점,2018-06-18,네네치킨,"광주광역시 동구 산수길 33, 2층 (산수동)",광주광역시 동구 산수동 421-14 2층 ,062-233-5065,2020-09-18
일반음식점,일반음식점,2018-06-18,벼락,"광주광역시 동구 중앙로160번길 16-8, 1층 (호남동)",광주광역시 동구 호남동 78-1 1층 ,,2020-09-18
일반음식점,일반음식점,2018-06-19,광주복집,광주광역시 동구 동명로98번길 4 (지산동),광주광역시 동구 지산동 718-25 ,062-225-6470,2020-09-18
일반음식점,일반음식점,2018-06-19,투다리,"광주광역시 동구 남문로 670 (학동,(1층))",광주광역시 동구 학동 750-76 (1층) ,062-233-8592,2020-09-18
휴게음식점,휴게음식점,2018-06-20,리조이스카페 광주점,"광주광역시 동구 독립로 268, 롯데백화점 7층 (대인동)",광주광역시 동구 대인동 7-1 롯데백화점 7층 ,02-2085-8195,2020-09-18
휴게음식점,휴게음식점,2018-06-20,미니밀,"광주광역시 동구 필문대로187번길 19-2, 1층 (산수동)",광주광역시 동구 산수동 511-31 1층 ,062-225-8677,2020-09-18
일반음식점,일반음식점,2018-06-22,폴리아,광주광역시 동구 동명로14번길 1 (1)층 (동명동),광주광역시 동구 동명동 197-24 (1층) ,062-232-3234,2020-09-18
일반음식점,일반음식점,2018-06-22,고양이낮잠,"광주광역시 동구 중앙로 351-22, 1층 (계림동)",광주광역시 동구 계림동 548-19 (1층) ,,2020-09-18
휴게음식점,휴게음식점,2018-06-22,식스버거,"광주광역시 동구 문화전당로 38, 아시아문화전당 (광산동)",광주광역시 동구 광산동 13 아시아문화전당 ,,2020-09-18
일반음식점,일반음식점,2018-06-26,백두대간 대인광장점,"광주광역시 동구 제봉로222번길 5 (대인동,(1층))",광주광역시 동구 대인동 316-8 (1층) ,062-223-1232,2020-09-18
일반음식점,일반음식점,2018-06-26,토메이 스시,"광주광역시 동구 동계천로 155, 1층 (동명동)",광주광역시 동구 동명동 72-8 1층 ,,2020-09-18
휴게음식점,휴게음식점,2018-06-26,백억,"광주광역시 동구 남문로 413, 2층 (월남동)",광주광역시 동구 월남동 256 2층 ,062-233-0030,2020-09-18
제과점영업,제과점영업,2018-06-26,파리바게뜨 학동삼성점,"광주광역시 동구 남문로 689 (학동,(1층))",광주광역시 동구 학동 868-4 (1층) ,062-710-8207,2020-09-18
